Year,Month,Day,Precip,Tmax,Tmin
1950,11,22,0,29,24
1950,11,23,0,34,16
1950,11,24,0.03,36,29
1950,11,25,0,53,35
1950,11,26,1.38,54,22
1950,11,27,0,26,20
1950,11,28,0.01,35,20
1950,11,29,0.36,32,28
1950,11,30,0.25,33,28
1950,12,1,0,34,28
1950,12,2,0,32,12
1950,12,3,0.16,46,27
1950,12,4,1.09,55,31
1950,12,5,0.64,32,21
1950,12,6,0,32,2
1950,12,7,0,35,10
1950,12,8,0.29,45,28
1950,12,9,0,33,18
1950,12,10,0,34,17
1950,12,11,0.42,32,27
1950,12,12,0.15,30,26
1950,12,13,0.01,31,12
1950,12,14,0,32,19
1950,12,15,0,32,19
1950,12,16,0.76,32,25
1950,12,17,0,32,7
1950,12,18,0.01,26,1
1950,12,19,0.07,25,12
1950,12,20,0,26,1
1950,12,21,0,28,6
1950,12,22,0,29,15
1950,12,23,0,34,25
1950,12,24,0,39,27
1950,12,25,0.06,42,12
1950,12,26,0.05,18,4
1950,12,27,0.04,16,-5
1950,12,28,0,20,3
1950,12,29,0.02,29,10
1950,12,30,0.09,37,11
1950,12,31,0,30,12
1951,1,1,0,33,7
1951,1,2,0,35,24
1951,1,3,0.01,43,33
1951,1,4,0.11,49,38
1951,1,5,0,49,26
1951,1,6,0,36,27
1951,1,7,0.13,40,19
1951,1,8,0.38,22,9
1951,1,9,0,20,12
1951,1,10,0,29,15
1951,1,11,0,39,28
1951,1,12,0.07,35,27
1951,1,13,0,34,24
1951,1,14,0,30,17
1951,1,15,0.13,42,29
1951,1,16,0,37,27
1951,1,17,0,29,20
1951,1,18,0,42,28
1951,1,19,0.04,45,36
1951,1,20,0,56,31
1951,1,21,0.03,58,22
1951,1,22,0,24,11
1951,1,23,0,25,12
1951,1,24,0.45,42,23
1951,1,25,0.01,44,23
1951,1,26,0.11,29,21
1951,1,27,0.08,27,17
1951,1,28,0.05,27,2
1951,1,29,0.33,19,12
1951,1,30,0.04,23,9
1951,1,31,0.01,16,-1
1951,2,1,0.27,37,7
1951,2,2,0.85,37,13
1951,2,3,0,19,-7
1951,2,4,0,23,-1
1951,2,5,0,31,10
1951,2,6,0,33,14
1951,2,7,0.41,41,28
1951,2,8,0.34,38,4
1951,2,9,0.01,9,-6
1951,2,10,0,17,-5
1951,2,11,0.05,28,5
1951,2,12,0,42,26
1951,2,13,0,49,40
1951,2,14,0.07,52,17
1951,2,15,0.01,21,4
1951,2,16,0,30,14
1951,2,17,0.08,38,25
1951,2,18,0.15,37,32
1951,2,19,0,38,31
1951,2,20,0.5,40,33
1951,2,21,0.27,41,35
1951,2,22,0.4,37,31
1951,2,23,0,38,26
1951,2,24,0,32,17
1951,2,25,0,42,21
1951,2,26,0,45,27
1951,2,27,0,51,33
1951,2,28,0.13,42,26
1951,3,1,0.25,33,21
1951,3,2,0,38,28
1951,3,3,0.01,35,26
1951,3,4,0.57,38,27
1951,3,5,0,45,19
1951,3,6,0,42,22
1951,3,7,0,50,33
1951,3,8,0.03,47,26
1951,3,9,0.13,35,23
1951,3,10,0.01,30,14
1951,3,11,0,29,16
1951,3,12,0,31,23
1951,3,13,0,43,25
1951,3,14,0.17,44,34
1951,3,15,0.21,41,30
1951,3,16,0.01,36,31
1951,3,17,0.05,36,30
1951,3,18,0.07,35,25
1951,3,19,0,41,30
1951,3,20,0.43,45,24
1951,3,21,0,39,24
1951,3,22,0.12,38,16
1951,3,23,0.01,36,22
1951,3,24,0.09,51,35
1951,3,25,0,50,24
1951,3,26,0,35,16
1951,3,27,0,33,17
1951,3,28,0,52,32
1951,3,29,0,55,46
1951,3,30,0.2,57,50
1951,3,31,0.91,58,39
1951,4,1,0.01,49,31
1951,4,2,0.41,54,37
1951,4,3,0,44,33
1951,4,4,0.01,41,34
1951,4,5,0.01,43,33
1951,4,6,0,45,27
1951,4,7,0,59,29
1951,4,8,0,68,40
1951,4,9,0.2,64,45
1951,4,10,0.02,56,42
1951,4,11,0.21,50,39
1951,4,12,0.02,50,39
1951,4,13,0.46,56,33
1951,4,14,0.02,52,38
1951,4,15,0.02,53,39
1951,4,16,0,52,37
1951,4,17,0.03,43,32
1951,4,18,0.01,43,33
1951,4,19,0,54,38
1951,4,20,0,58,29
1951,4,21,0,52,25
1951,4,22,0,56,40
1951,4,23,0.5,55,35
1951,4,24,0,55,39
1951,4,25,0.02,59,44
1951,4,26,0.07,64,43
1951,4,27,0,56,32
1951,4,28,0,66,47
1951,4,29,0.29,72,50
1951,4,30,0,73,41
1951,5,1,0,64,33
1951,5,2,0,76,38
1951,5,3,0,73,32
1951,5,4,0,55,28
1951,5,5,0,60,30
1951,5,6,0,63,30
1951,5,7,0,66,44
1951,5,8,0.03,58,47
1951,5,9,0,70,50
1951,5,10,0.01,77,36
1951,5,11,0.61,58,42
1951,5,12,0.22,54,45
1951,5,13,0.19,58,36
1951,5,14,0,55,30
1951,5,15,0,73,42
1951,5,16,0,82,56
1951,5,17,0,85,51
1951,5,18,0,62,41
1951,5,19,0,75,47
1951,5,20,0,77,58
1951,5,21,0.01,76,58
1951,5,22,0,78,55
1951,5,23,0.02,80,51
1951,5,24,0.11,55,43
1951,5,25,0,68,36
1951,5,26,0,78,47
1951,5,27,0.08,82,57
1951,5,28,0.02,68,47
1951,5,29,0.63,66,51
1951,5,30,0.09,72,41
1951,5,31,0.11,74,50
1951,6,1,0,82,51
1951,6,2,0.29,83,63
1951,6,3,0.04,70,56
1951,6,4,0,84,65
1951,6,5,0.02,74,51
1951,6,6,0,64,38
1951,6,7,0,73,40
1951,6,8,0,68,39
1951,6,9,0,76,53
1951,6,10,0.52,72,56
1951,6,11,0.67,58,46
1951,6,12,0,65,47
1951,6,13,0.07,74,56
1951,6,14,0.6,57,51
1951,6,15,0.19,60,45
1951,6,16,0,70,46
1951,6,17,0,79,52
1951,6,18,0,82,54
1951,6,19,0,83,60
1951,6,20,0,83,62
1951,6,21,0,79,66
1951,6,22,0,78,55
1951,6,23,1.9,70,59
1951,6,24,0.13,79,52
1951,6,25,0.18,84,65
1951,6,26,0,74,48
1951,6,27,0.25,76,62
1951,6,28,0.02,83,57
1951,6,29,0.58,79,62
1951,6,30,0.14,77,54
1951,7,1,0.49,69,57
1951,7,2,0.02,70,53
1951,7,3,0,77,48
1951,7,4,0,81,63
1951,7,5,0.42,74,62
1951,7,6,0.28,67,52
1951,7,7,0,76,60
1951,7,8,0,84,59
1951,7,9,0,83,65
1951,7,10,0,85,66
1951,7,11,0,88,63
1951,7,12,0.37,86,62
1951,7,13,0.17,76,61
1951,7,14,0,79,51
1951,7,15,0,82,54
1951,7,16,0,86,58
1951,7,17,1.27,87,64
1951,7,18,0,78,58
1951,7,19,0.07,77,63
1951,7,20,0.02,80,46
1951,7,21,0,72,48
1951,7,22,0.01,75,63
1951,7,23,0,82,62
1951,7,24,0,81,56
1951,7,25,0,83,54
1951,7,26,0,86,56
1951,7,27,0,88,64
1951,7,28,1.05,86,65
1951,7,29,0,80,65
1951,7,30,0,83,55
1951,7,31,0,88,63
1951,8,1,0.07,84,69
1951,8,2,0,78,45
1951,8,3,0,78,60
1951,8,4,0.14,75,54
1951,8,5,0,67,42
1951,8,6,0,72,40
1951,8,7,0,75,49
1951,8,8,0.04,66,59
1951,8,9,0,82,58
1951,8,10,0,88,62
1951,8,11,0,82,52
1951,8,12,0.59,86,63
1951,8,13,0.01,75,52
1951,8,14,0,84,61
1951,8,15,0.46,88,62
1951,8,16,0.3,78,64
1951,8,17,0.05,83,60
1951,8,18,0.02,63,46
1951,8,19,0,76,47
1951,8,20,0.05,78,57
1951,8,21,0.01,81,60
1951,8,22,0.02,81,59
1951,8,23,0,70,51
1951,8,24,0,62,42
1951,8,25,0,75,48
1951,8,26,0,78,49
1951,8,27,0,81,52
1951,8,28,0,84,62
1951,8,29,0,85,56
1951,8,30,0,86,57
1951,8,31,0,89,63
1951,9,1,0.09,90,55
1951,9,2,0.04,61,54
1951,9,3,0.02,66,58
1951,9,4,0.02,72,48
1951,9,5,0,75,42
1951,9,6,0.21,77,52
1951,9,7,0.35,67,57
1951,9,8,0.37,67,42
1951,9,9,0,70,41
1951,9,10,0,76,50
1951,9,11,0.09,79,61
1951,9,12,0,83,53
1951,9,13,0,85,64
1951,9,14,0.05,85,58
1951,9,15,0.4,71,46
1951,9,16,0,75,47
1951,9,17,0,72,41
1951,9,18,0,70,41
1951,9,19,0,70,41
1951,9,20,0,78,48
1951,9,21,0,79,52
1951,9,22,0,83,63
1951,9,23,0.43,80,55
1951,9,24,0,66,38
1951,9,25,0.32,66,46
1951,9,26,0.23,64,42
1951,9,27,0,60,45
1951,9,28,0,72,44
1951,9,29,0.01,55,37
1951,9,30,0,54,29
1951,10,1,0,51,43
1951,10,2,0,68,45
1951,10,3,0,77,58
1951,10,4,0,84,58
1951,10,5,0,78,50
1951,10,6,0,88,55
1951,10,7,0.2,56,45
1951,10,8,0.44,54,46
1951,10,9,0,54,33
1951,10,10,0,55,31
1951,10,11,0,58,36
1951,10,12,0.03,52,42
1951,10,13,0,55,26
1951,10,14,0,59,32
1951,10,15,0,65,45
1951,10,16,0,71,43
1951,10,17,0,74,43
1951,10,18,0,74,45
1951,10,19,0,71,48
1951,10,20,0,61,36
1951,10,21,0,55,31
1951,10,22,0,64,53
1951,10,23,0,69,56
1951,10,24,0,73,55
1951,10,25,0.24,69,45
1951,10,26,0.01,55,28
1951,10,27,0.02,64,36
1951,10,28,0.04,46,29
1951,10,29,0.02,50,36
1951,10,30,0,49,30
1951,10,31,0,54,46
1951,11,1,0.3,57,30
1951,11,2,0.07,36,25
1951,11,3,1.21,33,30
1951,11,4,0.02,32,13
1951,11,5,0,34,17
1951,11,6,0,36,6
1951,11,7,0.2,45,14
1951,11,8,0.18,52,34
1951,11,9,0,40,30
1951,11,10,0,47,32
1951,11,11,0,56,39
1951,11,12,0,48,26
1951,11,13,0,49,34
1951,11,14,0,62,48
1951,11,15,0.29,65,43
1951,11,16,0.19,61,33
1951,11,17,0.4,40,33
1951,11,18,0.08,35,24
1951,11,19,0.06,32,21
1951,11,20,0.12,26,19
1951,11,21,0.01,26,7
1951,11,22,0,38,13
1951,11,23,0.08,52,37
1951,11,24,0.48,53,31
1951,11,25,0.02,35,20
1951,11,26,0.28,38,29
1951,11,27,0.02,37,18
1951,11,28,0,23,2
1951,11,29,0,30,16
1951,11,30,0,40,25
1951,12,1,0,51,27
1951,12,2,0,52,33
1951,12,3,0,45,34
1951,12,4,0,46,36
1951,12,5,0.64,54,42
1951,12,6,0.18,56,42
1951,12,7,0,58,50
1951,12,8,0.05,62,42
1951,12,9,0.43,50,37
1951,12,10,0,44,32
1951,12,11,0.03,38,19
1951,12,12,0,33,26
1951,12,13,0.02,30,12
1951,12,14,0,25,10
1951,12,15,0.22,31,15
1951,12,16,0.02,19,6
1951,12,17,0,16,-3
1951,12,18,0.01,20,3
1951,12,19,0.12,30,13
1951,12,20,0.02,17,-7
1951,12,21,0.34,42,14
1951,12,22,0,50,19
1951,12,23,0,26,15
1951,12,24,0,33,22
1951,12,25,0.01,33,12
1951,12,26,0.1,34,20
1951,12,27,0.03,25,16
1951,12,28,0.02,21,5
1951,12,29,0,29,10
1951,12,30,0.02,41,28
1951,12,31,0.72,40,30
1952,1,1,0,51,30
1952,1,2,0,59,31
1952,1,3,0.3,32,25
1952,1,4,0,31,5
1952,1,5,0.01,34,19
1952,1,6,0,34,24
1952,1,7,0,29,13
1952,1,8,0,25,12
1952,1,9,0.02,28,17
1952,1,10,0,35,26
1952,1,11,0.06,32,15
1952,1,12,0.01,32,15
1952,1,13,0,41,26
1952,1,14,0,42,32
1952,1,15,0.08,44,34
1952,1,16,0,59,31
1952,1,17,0,33,21
1952,1,18,0.62,43,30
1952,1,19,0,35,24
1952,1,20,0.16,39,26
1952,1,21,0,38,15
1952,1,22,0,23,10
1952,1,23,0.07,44,20
1952,1,24,0.04,32,11
1952,1,25,0.02,21,1
1952,1,26,0.24,39,15
1952,1,27,0.67,45,34
1952,1,28,0.01,35,27
1952,1,29,0.1,28,2
1952,1,30,0.03,10,-10
1952,1,31,0,24,-2
1952,2,1,0,40,25
1952,2,2,0.04,52,37
1952,2,3,0,42,30
1952,2,4,0.34,46,36
1952,2,5,0.02,46,34
1952,2,6,0.05,40,26
1952,2,7,0.27,35,22
1952,2,8,0,34,13
1952,2,9,0.04,39,25
1952,2,10,0.01,38,22
1952,2,11,0.02,38,25
1952,2,12,0.01,41,20
1952,2,13,0,25,8
1952,2,14,0,20,9
1952,2,15,0,25,8
1952,2,16,0,31,9
1952,2,17,0.59,42,22
1952,2,18,0.17,35,24
1952,2,19,0,32,17
1952,2,20,0,27,7
1952,2,21,0.09,34,11
1952,2,22,0.06,34,22
1952,2,23,0,33,20
1952,2,24,0,35,11
1952,2,25,0.01,36,26
1952,2,26,0,37,17
1952,2,27,0,37,16
1952,2,28,0.05,40,19
1952,2,29,0.03,37,19
1952,3,1,0.12,36,17
1952,3,2,0.02,32,14
1952,3,3,0,33,22
1952,3,4,0,33,27
1952,3,5,0.3,37,30
1952,3,6,0,31,19
1952,3,7,0.01,25,19
1952,3,8,0.05,31,22
1952,3,9,0.01,30,12
1952,3,10,0,36,29
1952,3,11,0.72,48,34
1952,3,12,0.02,50,31
1952,3,13,0,41,20
1952,3,14,0.21,34,18
1952,3,15,0,28,15
1952,3,16,0.02,30,14
1952,3,17,0.04,26,20
1952,3,18,0,30,23
1952,3,19,0.05,41,29
1952,3,20,0.14,39,32
1952,3,21,0.03,54,32
1952,3,22,0,61,28
1952,3,23,0.18,41,32
1952,3,24,0,48,31
1952,3,25,0,43,29
1952,3,26,0,51,29
1952,3,27,0,61,27
1952,3,28,0.01,44,26
1952,3,29,0,38,20
1952,3,30,0,45,20
1952,3,31,0,51,39
1952,4,1,0.1,66,44
1952,4,2,0.05,59,35
1952,4,3,0.15,61,30
1952,4,4,0.11,48,36
1952,4,5,0.17,54,43
1952,4,6,0.41,59,37
1952,4,7,0.02,40,33
1952,4,8,0.07,37,33
1952,4,9,0,42,28
1952,4,10,0,58,35
1952,4,11,0.21,66,28
1952,4,12,0,40,21
1952,4,13,0.31,45,33
1952,4,14,0.2,51,39
1952,4,15,0.38,65,38
1952,4,16,0,42,27
1952,4,17,0,58,32
1952,4,18,0,68,50
1952,4,19,0,70,45
1952,4,20,0,75,57
1952,4,21,0,71,32
1952,4,22,0,66,40
1952,4,23,0.25,81,45
1952,4,24,0,50,33
1952,4,25,0.02,64,43
1952,4,26,0,51,42
1952,4,27,0,67,41
1952,4,28,0,70,39
1952,4,29,0.03,70,50
1952,4,30,0,69,41
1952,5,1,0,59,31
1952,5,2,0,55,26
1952,5,3,0,58,29
1952,5,4,0,60,28
1952,5,5,0,66,29
1952,5,6,0,62,39
1952,5,7,0,76,41
1952,5,8,0,54,28
1952,5,9,0,61,30
1952,5,10,0,69,45
1952,5,11,0.15,69,53
1952,5,12,1.41,62,46
1952,5,13,0.16,50,39
1952,5,14,0.03,53,33
1952,5,15,0.1,67,48
1952,5,16,0.05,63,39
1952,5,17,0,58,34
1952,5,18,0.19,63,44
1952,5,19,0,65,38
1952,5,20,0.01,69,48
1952,5,21,1.1,55,49
1952,5,22,0.04,58,48
1952,5,23,0,72,39
1952,5,24,0,73,50
1952,5,25,0.7,64,51
1952,5,26,0.6,67,54
1952,5,27,0,70,42
1952,5,28,0,75,44
1952,5,29,0.1,80,57
1952,5,30,0,65,36
1952,5,31,0.01,70,46
1952,6,1,0.03,72,57
1952,6,2,0.03,72,41
1952,6,3,0,73,42
1952,6,4,0.14,79,58
1952,6,5,0.02,67,50
1952,6,6,0.01,75,52
1952,6,7,0,84,58
1952,6,8,0,73,44
1952,6,9,0.18,83,65
1952,6,10,0.21,79,49
1952,6,11,0,79,50
1952,6,12,0,61,50
1952,6,13,0,70,39
1952,6,14,0,77,48
1952,6,15,0,81,54
1952,6,16,0,85,58
1952,6,17,0,79,61
1952,6,18,0.04,94,56
1952,6,19,0,75,54
1952,6,20,0.09,75,45
1952,6,21,0,70,52
1952,6,22,0,63,56
1952,6,23,0,67,59
1952,6,24,0,68,60
1952,6,25,0,92,63
1952,6,26,0,95,72
1952,6,27,0,96,65
1952,6,28,0,85,58
1952,6,29,0,83,57
1952,6,30,0.63,80,61
1952,7,1,0,79,54
1952,7,2,0,81,54
1952,7,3,0,85,63
1952,7,4,0.05,90,70
1952,7,5,0,85,54
1952,7,6,0,86,51
1952,7,7,0,89,59
1952,7,8,0,88,63
1952,7,9,1.15,82,66
1952,7,10,3.22,80,56
1952,7,11,0,69,51
1952,7,12,0,81,57
1952,7,13,0,90,62
1952,7,14,0,91,69
1952,7,15,0,91,71
1952,7,16,0,88,64
1952,7,17,0,83,59
1952,7,18,0,87,68
1952,7,19,0,90,72
1952,7,20,0,88,69
1952,7,21,0.56,88,68
1952,7,22,0.32,91,70
1952,7,23,0,89,64
1952,7,24,0.01,94,61
1952,7,25,0,76,50
1952,7,26,0,80,63
1952,7,27,0.27,88,65
1952,7,28,0,85,58
1952,7,29,0.03,82,66
1952,7,30,0,74,49
1952,7,31,0,79,61
1952,8,1,0,78,45
1952,8,2,0,77,61
1952,8,3,0,80,54
1952,8,4,0,84,63
1952,8,5,0.93,84,67
1952,8,6,0,84,58
1952,8,7,0,78,59
1952,8,8,0,80,58
1952,8,9,0,80,58
1952,8,10,0.3,77,65
1952,8,11,0,80,63
1952,8,12,0.1,81,60
1952,8,13,0.35,71,61
1952,8,14,0,77,48
1952,8,15,0,80,59
1952,8,16,0.25,85,68
1952,8,17,0.48,82,63
1952,8,18,0,76,50
1952,8,19,0,72,45
1952,8,20,0,77,50
1952,8,21,0,80,58
1952,8,22,0.24,72,59
1952,8,23,0,66,39
1952,8,24,0,69,40
1952,8,25,0,74,44
1952,8,26,0,80,51
1952,8,27,0,86,56
1952,8,28,0,90,60
1952,8,29,0,86,64
1952,8,30,0.04,86,64
1952,8,31,0,78,64
1952,9,1,0.08,73,67
1952,9,2,0.02,77,61
1952,9,3,0.77,86,56
1952,9,4,0,70,48
1952,9,5,0,75,48
1952,9,6,0,81,56
1952,9,7,0,82,47
1952,9,8,0,67,36
1952,9,9,0,70,47
1952,9,10,0,74,49
1952,9,11,0,87,53
1952,9,12,0,91,57
1952,9,13,0,89,57
1952,9,14,0,91,56
1952,9,15,0,93,66
1952,9,16,1.1,68,49
1952,9,17,0,72,48
1952,9,18,0,71,54
1952,9,19,0.28,76,58
1952,9,20,0,67,48
1952,9,21,0,67,44
1952,9,22,0.24,61,39
1952,9,23,0,65,38
1952,9,24,0,69,45
1952,9,25,0,65,36
1952,9,26,0,68,39
1952,9,27,0.01,73,35
1952,9,28,0,62,39
1952,9,29,0,80,54
1952,9,30,0,81,55
1952,10,1,0.01,67,39
1952,10,2,0.14,75,54
1952,10,3,0.77,63,40
1952,10,4,0.1,45,29
1952,10,5,0,63,44
1952,10,6,0.36,56,42
1952,10,7,1.03,48,36
1952,10,8,0.01,50,27
1952,10,9,0,56,30
1952,10,10,0,61,34
1952,10,11,0,54,28
1952,10,12,0,56,31
1952,10,13,0,59,46
1952,10,14,0,72,48
1952,10,15,0,66,45
1952,10,16,0.24,74,41
1952,10,17,0,59,27
1952,10,18,0,53,35
1952,10,19,0.03,51,39
1952,10,20,0.09,52,26
1952,10,21,0.13,38,27
1952,10,22,0,49,30
1952,10,23,0,64,43
