"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-04","0.00",,"64","28"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-05","0.00",,"69","30"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-06","0.00",,"68","39"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-07","0.00",,"63","38"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-08","0.00",,"53","34"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-09","0.00",,"52","25"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-10","0.01",,"46","22"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-11","0.21",,"48","34"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-12","0.11",,"36","32"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-13","0.01",,"41","28"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-14","0.00",,"50","24"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-15","0.00",,"55","29"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-16","0.00",,"60","28"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-17","0.00",,"66","30"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-18","0.00",,"61","40"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-19","0.00",,"63","30"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-20","0.00",,"62","38"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-21","0.00",,"62","35"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-22","0.00",,"55","28"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-23","0.00",,"65","31"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-24","0.00",,"67","35"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-25","0.00",,"70","36"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-26","0.00",,"70","37"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-27","0.04",,"61","42"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-02-28","0.00",,"63","36"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-01","0.00",,"49","34"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-02","0.04",,"43","31"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-03","0.00",,"58","33"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-04","0.00",,"67","34"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-05","0.00",,"69","32"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-06","0.00",,"68","34"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-07","0.00",,"49","28"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-08","0.00",,"58","23"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-09","0.00",,"66","35"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-10","0.00",,"65","41"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-11","0.00",,"68","35"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-12","0.00",,"54","28"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-13","0.00",,"51","20"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-14","0.00",,"63","27"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-15","0.00",,"60","35"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-16","0.00",,"64","32"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-17","0.00",,"69","36"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-18","0.00",,"60","39"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-19","0.00",,"61","30"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-20","0.00",,"60","42"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-21","0.00",,"63","31"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-22","0.00",,"71","34"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-23","0.00",,"73","48"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-24","0.00",,"77","39"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-25","0.00",,"73","32"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-26","0.00",,"49","29"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-27","0.00",,"56","29"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-28","0.00",,"59","29"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-29","0.00",,"68","31"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-30","0.00",,"71","33"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-03-31","0.00",,"75","47"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-01","0.00",,"75","43"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-02","0.00",,"78","44"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-03","0.00",,"79","47"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-04","0.00",,"63","37"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-05","0.00",,"64","36"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-06","0.00",,"72","37"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-07","0.00",,"76","46"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-08","0.00",,"73","53"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-09","0.00",,"76","42"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-10","0.00",,"66","34"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-11","0.00",,"70","43"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-12","0.23",,"63","43"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-13","0.00",,"63","40"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-14","0.00",,"76","40"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-15","0.01",,"57","38"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-16","0.03",,"65","36"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-17","0.00",,"75","40"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-18","0.00",,"79","46"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-19","0.00",,"73","38"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-20","0.00",,"78","44"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-21","0.00",,"84","47"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-22","0.00",,"85","49"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-23","0.00",,"79","51"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-24","0.00",,"76","47"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-25","0.00",,"74","36"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-26","0.00",,"80","48"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-27","0.00",,"82","50"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-28","0.00",,"82","50"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-29","0.00",,"75","44"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-04-30","0.00",,"76","46"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-01","0.00",,"79","54"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-02","0.00",,"84","53"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-03","0.00",,"82","52"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-04","0.00",,"74","39"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-05","0.00",,"65","35"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-06","0.00",,"75","36"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-07","0.00",,"83","45"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-08","0.00",,"80","50"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-09","0.00",,"76","39"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-10","0.00",,"78","50"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-11","0.00",,"76","49"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-12","0.00",,"80","53"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-13","0.00",,"75","54"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-14","0.00",,"78","45"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-15","0.00",,"80","51"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-16","0.00",,"85","45"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-17","0.00",,"85","57"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-18","0.00",,"81","53"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-19","0.00",,"82","54"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-20","0.00",,"82","49"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-21","0.02",,"83","57"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-22","0.00",,"85","56"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-23","0.00",,"85","59"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-24","0.00",,"81","56"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-25","0.00",,"80","53"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-26","0.04",,"75","48"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-27","0.00",,"81","46"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-28","0.00",,"87","51"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-29","0.00",,"84","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-30","0.00",,"91","56"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-05-31","0.00",,"92","60"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-01","0.00",,"84","60"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-02","0.00",,"86","56"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-03","0.16",,"77","56"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-04","0.00",,"77","52"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-05","0.00",,"84","45"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-06","0.04",,"93","56"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-07","0.00",,"88","57"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-08","0.00",,"84","52"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-09","0.00",,"88","50"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-10","0.00",,"94","53"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-11","0.00",,"95","67"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-12","0.00",,"94","61"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-13","0.00",,"92","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-14","0.00",,"95","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-15","0.00",,"97","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-16","0.00",,"98","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-17","0.00",,"96","70"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-18","0.00",,"97","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-19","0.00",,"94","67"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-20","0.00",,"95","60"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-21","0.00",,"94","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-22","0.02",,"81","61"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-23","0.00",,"87","58"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-24","0.00",,"92","64"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-25","0.00",,"93","64"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-26","0.00",,"97","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-27","0.00",,"97","73"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-28","0.00",,"98","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-29","0.00",,"95","70"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-06-30","0.01",,"92","64"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-01","0.00",,"94","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-02","0.00",,"97","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-03","0.00",,"97","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-04","0.00",,"91","64"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-05","0.00",,"93","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-06","0.19",,"89","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-07","0.19",,"88","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-08","0.07",,"85","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-09","0.00",,"93","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-10","0.14",,"94","67"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-11","0.04",,"93","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-12","0.01",,"92","67"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-13","0.00",,"81","64"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-14","0.00",,"91","59"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-15","0.07",,"90","60"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-16","0.00",,"88","64"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-17","0.00",,"89","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-18","0.32",,"86","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-19","0.00",,"90","64"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-20","0.40",,"93","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-21","0.17",,"87","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-22","0.01",,"84","60"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-23","0.15",,"87","58"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-24","0.17",,"83","58"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-25","0.00",,"87","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-26","0.00",,"87","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-27","0.00",,"86","64"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-28","0.00",,"93","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-29","0.06",,"95","69"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-30","0.01",,"85","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-07-31","0.00",,"84","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-01","0.03",,"86","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-02","0.00",,"88","59"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-03","0.00",,"88","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-04","0.00",,"90","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-05","0.00",,"85","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-06","0.01",,"89","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-07","0.00",,"90","60"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-08","0.00",,"93","67"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-09","0.00",,"94","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-10","0.00",,"95","69"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-11","0.02",,"88","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-12","0.02",,"84","58"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-13","0.00",,"90","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-14","0.00",,"90","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-15","0.00",,"88","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-16","0.00",,"87","58"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-17","0.00",,"88","59"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-18","0.00",,"88","60"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-19","0.00",,"90","59"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-20","0.00",,"93","61"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-21","0.00",,"93","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-22","0.00",,"93","59"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-23","0.00",,"95","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-24","0.00",,"92","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-25","0.00",,"92","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-26","0.00",,"90","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-27","0.00",,"88","56"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-28","0.00",,"93","61"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-29","0.00",,"92","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-30","0.00",,"92","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-08-31","0.00",,"95","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-09-01","0.10",,"94","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-09-02","0.00",,"91","56"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-09-03","0.00",,"85","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-09-04","0.14",,"67","60"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-09-05","0.09",,"70","57"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-09-06","0.00",,"78","58"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-09-07","0.00",,"85","59"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-09-08","0.01",,"87","55"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-09-09","0.00",,"84","57"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","1950-09-10","0.00",,"82","56"
