STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2/18/50,0,,61,40
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2/19/50,0,,63,30
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2/20/50,0,,62,38
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2/21/50,0,,62,35
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2/22/50,0,,55,28
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2/23/50,0,,65,31
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2/24/50,0,,67,35
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2/25/50,0,,70,36
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2/26/50,0,,70,37
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2/27/50,0.04,,61,42
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2/28/50,0,,63,36
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/1/50,0,,49,34
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/2/50,0.04,,43,31
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/3/50,0,,58,33
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/4/50,0,,67,34
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/5/50,0,,69,32
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/6/50,0,,68,34
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/7/50,0,,49,28
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/8/50,0,,58,23
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/9/50,0,,66,35
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/10/50,0,,65,41
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/11/50,0,,68,35
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/12/50,0,,54,28
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/13/50,0,,51,20
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/14/50,0,,63,27
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/15/50,0,,60,35
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/16/50,0,,64,32
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/17/50,0,,69,36
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/18/50,0,,60,39
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/19/50,0,,61,30
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/20/50,0,,60,42
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/21/50,0,,63,31
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/22/50,0,,71,34
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/23/50,0,,73,48
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/24/50,0,,77,39
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/25/50,0,,73,32
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/26/50,0,,49,29
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/27/50,0,,56,29
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/28/50,0,,59,29
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/29/50,0,,68,31
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/30/50,0,,71,33
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",3/31/50,0,,75,47
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/1/50,0,,75,43
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/2/50,0,,78,44
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/3/50,0,,79,47
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/4/50,0,,63,37
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/5/50,0,,64,36
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/6/50,0,,72,37
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/7/50,0,,76,46
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/8/50,0,,73,53
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/9/50,0,,76,42
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/10/50,0,,66,34
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/11/50,0,,70,43
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/12/50,0.23,,63,43
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/13/50,0,,63,40
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/14/50,0,,76,40
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/15/50,0.01,,57,38
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/16/50,0.03,,65,36
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/17/50,0,,75,40
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/18/50,0,,79,46
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/19/50,0,,73,38
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/20/50,0,,78,44
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/21/50,0,,84,47
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/22/50,0,,85,49
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/23/50,0,,79,51
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/24/50,0,,76,47
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/25/50,0,,74,36
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/26/50,0,,80,48
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/27/50,0,,82,50
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/28/50,0,,82,50
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/29/50,0,,75,44
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",4/30/50,0,,76,46
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/1/50,0,,79,54
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/2/50,0,,84,53
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/3/50,0,,82,52
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/4/50,0,,74,39
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/5/50,0,,65,35
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/6/50,0,,75,36
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/7/50,0,,83,45
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/8/50,0,,80,50
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/9/50,0,,76,39
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/10/50,0,,78,50
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/11/50,0,,76,49
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/12/50,0,,80,53
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/13/50,0,,75,54
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/14/50,0,,78,45
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/15/50,0,,80,51
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/16/50,0,,85,45
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/17/50,0,,85,57
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/18/50,0,,81,53
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/19/50,0,,82,54
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/20/50,0,,82,49
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/21/50,0.02,,83,57
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/22/50,0,,85,56
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/23/50,0,,85,59
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/24/50,0,,81,56
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/25/50,0,,80,53
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/26/50,0.04,,75,48
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/27/50,0,,81,46
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/28/50,0,,87,51
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/29/50,0,,84,63
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/30/50,0,,91,56
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",5/31/50,0,,92,60
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/1/50,0,,84,60
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/2/50,0,,86,56
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/3/50,0.16,,77,56
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/4/50,0,,77,52
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/5/50,0,,84,45
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/6/50,0.04,,93,56
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/7/50,0,,88,57
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/8/50,0,,84,52
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/9/50,0,,88,50
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/10/50,0,,94,53
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/11/50,0,,95,67
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/12/50,0,,94,61
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/13/50,0,,92,62
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/14/50,0,,95,62
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/15/50,0,,97,65
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/16/50,0,,98,66
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/17/50,0,,96,70
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/18/50,0,,97,62
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/19/50,0,,94,67
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/20/50,0,,95,60
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/21/50,0,,94,65
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/22/50,0.02,,81,61
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/23/50,0,,87,58
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/24/50,0,,92,64
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/25/50,0,,93,64
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/26/50,0,,97,66
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/27/50,0,,97,73
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/28/50,0,,98,68
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/29/50,0,,95,70
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",6/30/50,0.01,,92,64
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/1/50,0,,94,65
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/2/50,0,,97,68
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/3/50,0,,97,68
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/4/50,0,,91,64
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/5/50,0,,93,66
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/6/50,0.19,,89,65
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/7/50,0.19,,88,65
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/8/50,0.07,,85,63
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/9/50,0,,93,66
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/10/50,0.14,,94,67
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/11/50,0.04,,93,66
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/12/50,0.01,,92,67
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/13/50,0,,81,64
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/14/50,0,,91,59
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/15/50,0.07,,90,60
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/16/50,0,,88,64
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/17/50,0,,89,62
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/18/50,0.32,,86,65
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/19/50,0,,90,64
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/20/50,0.4,,93,66
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/21/50,0.17,,87,63
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/22/50,0.01,,84,60
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/23/50,0.15,,87,58
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/24/50,0.17,,83,58
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/25/50,0,,87,62
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/26/50,0,,87,65
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/27/50,0,,86,64
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/28/50,0,,93,65
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/29/50,0.06,,95,69
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/30/50,0.01,,85,66
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",7/31/50,0,,84,63
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/1/50,0.03,,86,63
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/2/50,0,,88,59
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/3/50,0,,88,62
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/4/50,0,,90,62
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/5/50,0,,85,68
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/6/50,0.01,,89,62
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/7/50,0,,90,60
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/8/50,0,,93,67
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/9/50,0,,94,63
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/10/50,0,,95,69
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/11/50,0.02,,88,62
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/12/50,0.02,,84,58
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/13/50,0,,90,62
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/14/50,0,,90,65
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/15/50,0,,88,65
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/16/50,0,,87,58
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/17/50,0,,88,59
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/18/50,0,,88,60
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/19/50,0,,90,59
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/20/50,0,,93,61
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/21/50,0,,93,63
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/22/50,0,,93,59
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/23/50,0,,95,63
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/24/50,0,,92,62
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/25/50,0,,92,65
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/26/50,0,,90,62
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/27/50,0,,88,56
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/28/50,0,,93,61
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/29/50,0,,92,65
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/30/50,0,,92,62
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",8/31/50,0,,95,65
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/1/50,0.1,,94,66
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/2/50,0,,91,56
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/3/50,0,,85,62
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/4/50,0.14,,67,60
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/5/50,0.09,,70,57
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/6/50,0,,78,58
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/7/50,0,,85,59
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/8/50,0.01,,87,55
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/9/50,0,,84,57
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/10/50,0,,82,56
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/11/50,0,,82,53
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/12/50,0,,83,56
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/13/50,0,,85,53
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/14/50,0,,87,48
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/15/50,0,,84,55
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/16/50,0,,85,60
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/17/50,0.04,,81,59
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/18/50,0.15,,75,56
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/19/50,0.05,,82,55
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/20/50,0,,78,56
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/21/50,0,,74,52
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/22/50,0.26,,62,52
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/23/50,0,,75,47
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/24/50,0,,69,50
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/25/50,0,,72,45
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/26/50,0,,80,49
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/27/50,0,,85,55
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/28/50,0,,85,54
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/29/50,0,,85,57
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",9/30/50,0.17,,83,57
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",10/1/50,0,,80,55
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",10/2/50,0,,79,49
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",10/3/50,0,,77,49
USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",10/4/50,0,,75,55
